'tbrword','result','fp','cue','response','cue_type','duration'
'card',1,0,'card',' The word in the S4ODV78T5G list that is reminiscent of the given cue "card" is "play".','copy',8.30
'basin',0,0,'satin',' The word in the S4ODV78T5G list that is reminiscent of the given cue "satin" is "silk".','ncrw',54.30
'None',0,0,'caterpillar',' The word in the S4ODV78T5G list that is reminiscent of the given cue "caterpillar" is "worm".','none',59.20
'net',1,0,'net',' The word in the S4ODV78T5G list that is reminiscent of the given cue "net" is "weave".','copy',59.00
'cushion',0,0,'fashion',' The word in the S4ODV78T5G list that is reminiscent of the given cue "fashion" is "style".','ncrw',57.30
'cart',1,0,'cart',' The word in the S4ODV78T5G list that is reminiscent of the given cue "cart" is "wheel".','copy',58.60
'cake',0,0,'lake',' The word in the S4ODV78T5G list that is reminiscent of the given cue "lake" is "water".','ncrw',64.80
'copper',0,0,'proper',' The word in the S4ODV78T5G list that is reminiscent of the given cue "proper" is "etiquette".','ncrw',55.60
'stop',1,1,'halt',' The word in the S4ODV78T5G list that is reminiscent of the given cue "halt" is "stop".','ncaw',8.00
'side',0,0,'ride',' The word in the S4ODV78T5G list that is reminiscent of the given cue "ride" is "cycle".','ncrw',50.90
'ant',1,0,'ant',' The word in the S4ODV78T5G list that is reminiscent of the given cue "ant" is "bug".','copy',51.90
'star',0,0,'shine',' The word in the S4ODV78T5G list that is reminiscent of the given cue "shine" is "glow".','ncaw',59.10
'move',1,0,'move',' The word in the S4ODV78T5G list that is reminiscent of the given cue "move" is "shift".','copy',56.20
'None',0,0,'abrupt',' The word in the S4ODV78T5G list that is reminiscent of the given cue "abrupt" is "sudden".','none',60.10
'toy',0,0,'joy',' The word in the S4ODV78T5G list that is reminiscent of the given cue "joy" is "happiness".','ncrw',56.70
'faucet',0,0,'tap',' The word in the S4ODV78T5G list that is reminiscent of the given cue "tap" is "knock".','ncaw',54.10
'hat',0,0,'fat',' The word in the S4ODV78T5G list that is reminiscent of the given cue "fat" is "pork".','ncrw',8.50
'None',0,0,'giraffe',' The word in the S4ODV78T5G list that is reminiscent of the given cue "giraffe" is "neck".','none',43.60
'hen',1,0,'hen',' The word in the S4ODV78T5G list that is reminiscent of the given cue "hen" is "egg".','copy',51.90
'None',0,0,'ocean',' The word in the S4ODV78T5G list that is reminiscent of the given cue "ocean" is "water".','none',61.60
'None',0,0,'bloom',' The word in the S4ODV78T5G list that is reminiscent of the given cue "bloom" is "flower".','none',59.20
'kitten',0,0,'adorable',' The word in the S4ODV78T5G list that is reminiscent of the given cue "adorable" is "cute".','ncaw',59.30
'bead',0,0,'string',' The word in the S4ODV78T5G list that is reminiscent of the given cue "string" is "cord".','ncaw',60.10
'grape',1,1,'wine',' The word in the S4ODV78T5G list that is reminiscent of the given cue "wine" is "grape".','ncaw',56.00
'stitch',0,0,'sew',' The word in the S4ODV78T5G list that is reminiscent of the given cue "sew" is "needle".','ncaw',8.20
'cover',0,0,'conceal',' The word in the S4ODV78T5G list that is reminiscent of the given cue "conceal" is "hide".','ncaw',58.60
'value',1,0,'value',' The word in the S4ODV78T5G list that is reminiscent of the given cue "value" is "worth".','copy',50.90
'chair',1,0,'chair',' The word in the S4ODV78T5G list that is reminiscent of the given cue "chair" is "seat".','copy',52.90
'locket',0,0,'rocket',' The word in the S4ODV78T5G list that is reminiscent of the given cue "rocket" is "launch".','ncrw',58.70
'None',0,0,'braid',' The word in the S4ODV78T5G list that is reminiscent of the given cue "braid" is "weave".','none',55.90
'None',0,0,'ditch',' The word in the S4ODV78T5G list that is reminiscent of the given cue "ditch" is "trench".','none',51.40
'None',0,0,'mango',' The word in the S4ODV78T5G list that is reminiscent of the given cue "mango" is "fruit".','none',51.40
