'tbrword','result','fp','cue','response','cue_type','duration'
'basin',1,1,'basin',' Yes "basin" is in the list S4ODV78T5G.','copy',48.30
'cover',1,0,'clover',' No"clover" is not in the list S4ODV78T5G.','ncrw',70.20
'toy',1,1,'toy',' Yes "toy" is in the list S4ODV78T5G.','copy',108.30
'control',1,0,'power',' No"power" is not in the list S4ODV78T5G.','ncaw',69.00
'None',1,0,'frost',' No"frost" is not in the list S4ODV78T5G.','none',68.40
'vegetable',1,1,'vegetable',' Yes "vegetable" is in the list S4ODV78T5G.','copy',66.20
'egg',1,0,'peg',' No"peg" is not in the list S4ODV78T5G.','ncrw',73.10
'curtain',1,0,'drape',' No"drape" is not in the list S4ODV78T5G.','ncaw',85.20
'None',1,0,'hedge',' No"hedge" is not in the list S4ODV78T5G.','none',82.50
'None',1,0,'abrupt',' No"abrupt" is not in the list S4ODV78T5G.','none',61.90
'value',1,0,'rescue',' No"rescue" is not in the list S4ODV78T5G.','ncrw',60.30
'map',1,0,'lap',' No"lap" is not in the list S4ODV78T5G.','ncrw',71.80
'free',1,1,'free',' Yes "free" is in the list S4ODV78T5G.','copy',61.20
'arm',1,0,'leg',' No"leg" is not in the list S4ODV78T5G.','ncaw',64.70
'volcano',1,0,'eruption',' No"eruption" is not in the list S4ODV78T5G.','ncaw',73.80
'None',1,0,'giraffe',' No"giraffe" is not in the list S4ODV78T5G.','none',75.40
'recess',1,0,'retreat',' No"retreat" is not in the list S4ODV78T5G.','ncaw',49.80
'None',1,0,'mango',' No"mango" is not in the list S4ODV78T5G.','none',70.90
'star',1,0,'shine',' No"shine" is not in the list S4ODV78T5G.','ncaw',64.30
'bead',1,1,'bead',' Yes "bead" is in the list S4ODV78T5G.','copy',63.40
'kitten',1,1,'kitten',' Yes "kitten" is in the list S4ODV78T5G.','copy',64.80
'None',1,0,'caterpillar',' No"caterpillar" is not in the list S4ODV78T5G.','none',223.50
'pet',1,0,'set',' No"set" is not in the list S4ODV78T5G.','ncrw',64.50
'hen',1,1,'hen',' Yes "hen" is in the list S4ODV78T5G.','copy',80.00
'list',1,0,'catalog',' No"catalog" is not in the list S4ODV78T5G.','ncaw',59.20
'pain',1,0,'vein',' No"vein" is not in the list S4ODV78T5G.','ncrw',72.60
'copper',1,0,'proper',' No"proper" is not in the list S4ODV78T5G.','ncrw',62.20
'produce',1,0,'reduce',' No"reduce" is not in the list S4ODV78T5G.','ncrw',71.10
'None',1,0,'braid',' No"braid" is not in the list S4ODV78T5G.','none',75.10
'sleet',1,1,'sleet',' Yes "sleet" is in the list S4ODV78T5G.','copy',79.90
'None',1,0,'lighthouse',' No"lighthouse" is not in the list S4ODV78T5G.','none',65.70
'stitch',1,0,'sew',' No"sew" is not in the list S4ODV78T5G.','ncaw',79.80
