'tbrword','result','fp','cue','response','cue_type','duration'
'card',1,1,'card',' Yes "card" is in the list S4ODV78T5G.','copy',47.10
'basin',1,0,'satin',' No"satin" is not in the list S4ODV78T5G.','ncrw',59.70
'None',1,0,'caterpillar',' No"caterpillar" is not in the list S4ODV78T5G.','none',75.10
'net',1,1,'net',' Yes "net" is in the list S4ODV78T5G.','copy',74.30
'cushion',1,0,'fashion',' No"fashion" is not in the list S4ODV78T5G.','ncrw',71.60
'cart',1,1,'cart',' Yes "cart" is in the list S4ODV78T5G.','copy',76.20
'cake',1,0,'lake',' No"lake" is not in the list S4ODV78T5G.','ncrw',72.10
'copper',1,0,'proper',' No"proper" is not in the list S4ODV78T5G.','ncrw',67.70
'stop',1,0,'halt',' No"halt" is not in the list S4ODV78T5G.','ncaw',59.80
'side',1,0,'ride',' No"ride" is not in the list S4ODV78T5G.','ncrw',63.10
'ant',1,1,'ant',' Yes "ant" is in the list S4ODV78T5G.','copy',73.40
'star',1,0,'shine',' No"shine" is not in the list S4ODV78T5G.','ncaw',76.00
'move',1,1,'move',' Yes "move" is in the list S4ODV78T5G.','copy',67.90
'None',1,0,'abrupt',' No"abrupt" is not in the list S4ODV78T5G.','none',67.80
'toy',1,0,'joy',' No"joy" is not in the list S4ODV78T5G.','ncrw',71.70
'faucet',1,0,'tap',' No"tap" is not in the list S4ODV78T5G.','ncaw',73.00
'hat',1,0,'fat',' No"fat" is not in the list S4ODV78T5G.','ncrw',60.60
'None',1,0,'giraffe',' No"giraffe" is not in the list S4ODV78T5G.','none',66.60
'hen',1,1,'hen',' Yes "hen" is in the list S4ODV78T5G.','copy',65.90
'None',1,0,'ocean',' No"ocean" is not in the list S4ODV78T5G.','none',70.80
'None',1,0,'bloom',' No"bloom" is not in the list S4ODV78T5G.','none',75.20
'kitten',1,0,'adorable',' No"adorable" is not in the list S4ODV78T5G.','ncaw',73.90
'bead',1,0,'string',' No"string" is not in the list S4ODV78T5G.','ncaw',70.10
'grape',1,0,'wine',' No"wine" is not in the list S4ODV78T5G.','ncaw',74.20
'stitch',1,0,'sew',' No"sew" is not in the list S4ODV78T5G.','ncaw',57.70
'cover',1,0,'conceal',' No"conceal" is not in the list S4ODV78T5G.','ncaw',64.60
'value',1,1,'value',' Yes "value" is in the list S4ODV78T5G.','copy',74.70
'chair',1,1,'chair',' Yes "chair" is in the list S4ODV78T5G.','copy',63.80
'locket',1,0,'rocket',' No"rocket" is not in the list S4ODV78T5G.','ncrw',75.50
'None',1,0,'braid',' No"braid" is not in the list S4ODV78T5G.','none',66.10
'None',1,0,'ditch',' No"ditch" is not in the list S4ODV78T5G.','none',65.80
'None',1,0,'mango',' No"mango" is not in the list S4ODV78T5G.','none',63.90
