'tbrword','result','fp','cue','response','cue_type','duration'
'library',1,1,'library',' Yes "library" is in the list S4ODV78T5G.','copy',46.50
'grape',1,0,'wine',' No"wine" is not in the list S4ODV78T5G.','ncaw',68.90
'control',1,0,'power',' No"power" is not in the list S4ODV78T5G.','ncaw',73.20
'card',1,0,'yard',' No"yard" is not in the list S4ODV78T5G.','ncrw',72.80
'free',1,1,'free',' Yes "free" is in the list S4ODV78T5G.','copy',65.30
'None',1,0,'caterpillar',' No"caterpillar" is not in the list S4ODV78T5G.','none',72.90
'stitch',1,0,'switch',' No"switch" is not in the list S4ODV78T5G.','ncrw',62.80
'cake',1,1,'cake',' Yes "cake" is in the list S4ODV78T5G.','copy',68.60
'walk',1,0,'stroll',' No"stroll" is not in the list S4ODV78T5G.','ncaw',55.60
'curtain',1,0,'stain',' No"stain" is not in the list S4ODV78T5G.','ncrw',62.10
'cushion',1,0,'fashion',' No"fashion" is not in the list S4ODV78T5G.','ncrw',66.20
'None',1,0,'ditch',' No"ditch" is not in the list S4ODV78T5G.','none',65.90
'bead',1,1,'bead',' Yes "bead" is in the list S4ODV78T5G.','copy',65.70
'hat',1,0,'cap',' No"cap" is not in the list S4ODV78T5G.','ncaw',64.10
'volcano',1,1,'volcano',' Yes "volcano" is in the list S4ODV78T5G.','copy',73.80
'None',1,0,'frost',' No"frost" is not in the list S4ODV78T5G.','none',73.20
'None',1,0,'cactus',' No"cactus" is not in the list S4ODV78T5G.','none',48.40
'stop',1,0,'halt',' No"halt" is not in the list S4ODV78T5G.','ncaw',111.00
'cart',1,0,'dart',' No"dart" is not in the list S4ODV78T5G.','ncrw',73.50
'cobweb',1,0,'web',' No"web" is not in the list S4ODV78T5G.','ncrw',63.50
'None',1,0,'ocean',' No"ocean" is not in the list S4ODV78T5G.','none',67.60
'egg',1,0,'ovum',' No"ovum" is not in the list S4ODV78T5G.','ncaw',69.60
'ball',1,0,'sphere',' No"sphere" is not in the list S4ODV78T5G.','ncaw',63.70
'value',1,0,'rescue',' No"rescue" is not in the list S4ODV78T5G.','ncrw',74.60
'sleet',1,0,'fleet',' No"fleet" is not in the list S4ODV78T5G.','ncrw',46.10
'copper',1,1,'copper',' Yes "copper" is in the list S4ODV78T5G.','copy',59.60
'None',1,0,'lighthouse',' No"lighthouse" is not in the list S4ODV78T5G.','none',74.10
'None',1,0,'hedge',' No"hedge" is not in the list S4ODV78T5G.','none',60.90
'basin',1,0,'bowl',' No"bowl" is not in the list S4ODV78T5G.','ncaw',72.30
'vegetable',1,1,'vegetable',' Yes "vegetable" is in the list S4ODV78T5G.','copy',60.70
'day',1,1,'day',' Yes "day" is in the list S4ODV78T5G.','copy',75.50
'None',1,0,'jazz',' No"jazz" is not in the list S4ODV78T5G.','none',78.30
