'tbrword','result','fp','cue','response','cue_type','duration'
'egg',1,0,'ovum',' No"ovum" is not in the list S4ODV78T5G.','ncaw',61.80
'guitar',1,1,'guitar',' Yes "guitar" is in the list S4ODV78T5G.','copy',78.70
'star',1,1,'star',' Yes "star" is in the list S4ODV78T5G.','copy',78.80
'sneeze',1,1,'sneeze',' Yes "sneeze" is in the list S4ODV78T5G.','copy',68.40
'stop',1,0,'halt',' No"halt" is not in the list S4ODV78T5G.','ncaw',66.30
'hat',1,0,'fat',' No"fat" is not in the list S4ODV78T5G.','ncrw',77.10
'pain',1,0,'agony',' No"agony" is not in the list S4ODV78T5G.','ncaw',71.80
'bead',1,0,'head',' No"head" is not in the list S4ODV78T5G.','ncrw',67.00
'stitch',1,1,'stitch',' Yes "stitch" is in the list S4ODV78T5G.','copy',65.50
'None',1,0,'frost',' No"frost" is not in the list S4ODV78T5G.','none',59.40
'None',1,0,'daisy',' No"daisy" is not in the list S4ODV78T5G.','none',71.20
'None',1,0,'jazz',' No"jazz" is not in the list S4ODV78T5G.','none',66.30
'net',1,0,'web',' No"web" is not in the list S4ODV78T5G.','ncaw',73.10
'produce',1,0,'reduce',' No"reduce" is not in the list S4ODV78T5G.','ncrw',66.60
'small',1,0,'shawl',' No"shawl" is not in the list S4ODV78T5G.','ncrw',63.20
'None',1,0,'hedge',' No"hedge" is not in the list S4ODV78T5G.','none',64.50
'side',1,0,'ride',' No"ride" is not in the list S4ODV78T5G.','ncrw',48.20
'monkey',1,1,'monkey',' Yes "monkey" is in the list S4ODV78T5G.','copy',72.30
'value',1,0,'worth',' No"worth" is not in the list S4ODV78T5G.','ncaw',69.00
'None',1,0,'giraffe',' No"giraffe" is not in the list S4ODV78T5G.','none',73.90
'cushion',1,0,'fashion',' No"fashion" is not in the list S4ODV78T5G.','ncrw',68.40
'cake',1,1,'cake',' Yes "cake" is in the list S4ODV78T5G.','copy',63.60
'map',1,0,'lap',' No"lap" is not in the list S4ODV78T5G.','ncrw',70.00
'pet',1,0,'love',' No"love" is not in the list S4ODV78T5G.','ncaw',71.40
'cobweb',1,0,'spider',' No"spider" is not in the list S4ODV78T5G.','ncaw',47.20
'day',1,1,'day',' Yes "day" is in the list S4ODV78T5G.','copy',67.90
'None',1,0,'lighthouse',' No"lighthouse" is not in the list S4ODV78T5G.','none',60.10
'arm',1,0,'leg',' No"leg" is not in the list S4ODV78T5G.','ncaw',62.40
'locket',1,0,'rocket',' No"rocket" is not in the list S4ODV78T5G.','ncrw',69.10
'None',1,0,'cactus',' No"cactus" is not in the list S4ODV78T5G.','none',62.00
'None',1,0,'mango',' No"mango" is not in the list S4ODV78T5G.','none',70.50
'move',1,1,'move',' Yes "move" is in the list S4ODV78T5G.','copy',89.10
