'tbrword','result','fp','cue','response','cue_type','duration'
'cushion',0,0,'comfort',' The word in the S4ODV78T5G list that is reminiscent of the given cue "comfort" is "sofa".','ncaw',8.90
'None',0,0,'dove',' The word in the S4ODV78T5G list that is reminiscent of the given cue "dove" is "peace".','none',40.60
'grape',0,0,'drape',' The word in the S4ODV78T5G list that is reminiscent of the given cue "drape" is "curtain".','ncrw',58.20
'move',0,0,'groove',' The word in the S4ODV78T5G list that is reminiscent of the given cue "groove" is "channel".','ncrw',62.10
'copper',1,0,'copper',' The word in the S4ODV78T5G list that is reminiscent of the given cue "copper" is "wire".','copy',58.80
'cover',1,0,'cover',' The word in the S4ODV78T5G list that is reminiscent of the given cue "cover" is "blanket".','copy',58.80
'kitten',0,0,'adorable',' The word in the S4ODV78T5G list that is reminiscent of the given cue "adorable" is "cute".','ncaw',65.60
'None',0,0,'frost',' The word in the S4ODV78T5G list that is reminiscent of the given cue "frost" is "ice".','none',50.10
'cart',1,0,'cart',' The word in the S4ODV78T5G list that is reminiscent of the given cue "cart" is "trolley".','copy',8.80
'sneeze',0,0,'tease',' The word in the S4ODV78T5G list that is reminiscent of the given cue "tease" is "play".','ncrw',41.10
'None',0,0,'abrupt',' The word in the S4ODV78T5G list that is reminiscent of the given cue "abrupt" is "sudden".','none',54.50
'walk',1,1,'stroll',' The word in the S4ODV78T5G list that is reminiscent of the given cue "stroll" is "walk".','ncaw',51.40
'egg',1,0,'egg',' The word in the S4ODV78T5G list that is reminiscent of the given cue "egg" is "yolk".','copy',57.20
'side',0,0,'ride',' The word in the S4ODV78T5G list that is reminiscent of the given cue "ride" is "journey".','ncrw',54.70
'pet',1,0,'pet',' The word in the S4ODV78T5G list that is reminiscent of the given cue "pet" is "animal".','copy',63.90
'recess',0,0,'express',' The word in the S4ODV78T5G list that is reminiscent of the given cue "express" is "speak".','ncrw',57.60
'hat',0,0,'fat',' The word in the S4ODV78T5G list that is reminiscent of the given cue "fat" is "obese".','ncrw',9.40
'None',0,0,'cactus',' The word in the S4ODV78T5G list that is reminiscent of the given cue "cactus" is "succulent".','none',44.40
'toy',1,0,'toy',' The word in the S4ODV78T5G list that is reminiscent of the given cue "toy" is "plaything".','copy',61.00
'monkey',1,0,'monkey',' The word in the S4ODV78T5G list that is reminiscent of the given cue "monkey" is "simian".','copy',52.70
'net',0,0,'web',' The word in the S4ODV78T5G list that is reminiscent of the given cue "web" is "internet".','ncaw',61.00
'card',0,0,'play',' The word in the S4ODV78T5G list that is reminiscent of the given cue "play" is "recreation".','ncaw',50.30
'faucet',0,0,'trinket',' The word in the S4ODV78T5G list that is reminiscent of the given cue "trinket" is "souvenir".','ncrw',59.40
'cake',0,0,'dessert',' The word in the S4ODV78T5G list that is reminiscent of the given cue "dessert" is "sweet".','ncaw',47.90
'free',1,0,'free',' The word in the S4ODV78T5G list that is reminiscent of the given cue "free" is "freedom".','copy',9.80
'guitar',0,0,'avatar',' The word in the S4ODV78T5G list that is reminiscent of the given cue "avatar" is "digital".','ncrw',35.10
'value',1,1,'worth',' The word in the S4ODV78T5G list that is reminiscent of the given cue "worth" is "value".','ncaw',53.60
'None',0,0,'lighthouse',' The word in the S4ODV78T5G list that is reminiscent of the given cue "lighthouse" is "beacon".','none',56.70
'None',0,0,'penguin',' The word in the S4ODV78T5G list that is reminiscent of the given cue "penguin" is "waddle".','none',59.30
'None',0,0,'jazz',' The word in the S4ODV78T5G list that is reminiscent of the given cue "jazz" is "music".','none',49.20
'None',0,0,'ditch',' The word in the S4ODV78T5G list that is reminiscent of the given cue "ditch" is "canal".','none',56.70
'hen',0,0,'chicken',' The word in the S4ODV78T5G list that is reminiscent of the given cue "chicken" is "fowl".','ncaw',46.00
