'tbrword','result','fp','cue','response','cue_type','duration'
'basin',0,0,'bowl',' The word in the S4ODV78T5G list that is reminiscent of the given cue "bowl" is "container".','ncaw',10.10
'pet',0,0,'set',' The word in the S4ODV78T5G list that is reminiscent of the given cue "set" is "collection".','ncrw',38.70
'None',0,0,'dove',' The word in the S4ODV78T5G list that is reminiscent of the given cue "dove" is "bird".','none',62.70
'ball',1,0,'sphere',' The word in the S4ODV78T5G list that is reminiscent of the given cue "sphere" is "ball".','ncaw',53.00
'library',1,0,'library',' The word in the S4ODV78T5G list that is reminiscent of the given cue "library" is "archive".','copy',55.70
'ant',0,0,'fly',' The word in the S4ODV78T5G list that is reminiscent of the given cue "fly" is "wing".','ncaw',62.80
'cushion',0,0,'fashion',' The word in the S4ODV78T5G list that is reminiscent of the given cue "fashion" is "style".','ncrw',63.50
'None',0,0,'ocean',' The word in the S4ODV78T5G list that is reminiscent of the given cue "ocean" is "water".','none',48.50
'faucet',0,0,'trinket',' The word in the S4ODV78T5G list that is reminiscent of the given cue "trinket" is "treasure".','ncrw',9.80
'recess',0,0,'express',' The word in the S4ODV78T5G list that is reminiscent of the given cue "express" is "speak".','ncrw',35.50
'free',1,0,'free',' The word in the S4ODV78T5G list that is reminiscent of the given cue "free" is "liberate".','copy',58.50
'None',0,0,'penguin',' The word in the S4ODV78T5G list that is reminiscent of the given cue "penguin" is "waddle".','none',50.70
'toy',1,1,'plaything',' The word in the S4ODV78T5G list that is reminiscent of the given cue "plaything" is "toy".','ncaw',58.90
'None',0,0,'hedge',' The word in the S4ODV78T5G list that is reminiscent of the given cue "hedge" is "border".','none',55.90
'None',0,0,'mango',' The word in the S4ODV78T5G list that is reminiscent of the given cue "mango" is "fruit".','none',62.90
'None',0,0,'lighthouse',' The word in the S4ODV78T5G list that is reminiscent of the given cue "lighthouse" is "beacon".','none',56.30
'guitar',1,0,'guitar',' The word in the S4ODV78T5G list that is reminiscent of the given cue "guitar" is "string".','copy',9.10
'hen',0,0,'chicken',' The word in the S4ODV78T5G list that is reminiscent of the given cue "chicken" is "fowl".','ncaw',36.60
'sneeze',1,0,'sneeze',' The word in the S4ODV78T5G list that is reminiscent of the given cue "sneeze" is "snort".','copy',63.50
'cart',0,0,'dart',' The word in the S4ODV78T5G list that is reminiscent of the given cue "dart" is "throw".','ncrw',59.10
'map',1,0,'map',' The word in the S4ODV78T5G list that is reminiscent of the given cue "map" is "plot".','copy',59.80
'None',0,0,'jazz',' The word in the S4ODV78T5G list that is reminiscent of the given cue "jazz" is "music".','none',50.60
'side',1,1,'flank',' The word in the S4ODV78T5G list that is reminiscent of the given cue "flank" is "side".','ncaw',61.50
'cake',0,0,'lake',' The word in the S4ODV78T5G list that is reminiscent of the given cue "lake" is "water".','ncrw',54.80
'produce',0,0,'reduce',' The word in the S4ODV78T5G list that is reminiscent of the given cue "reduce" is "diminish".','ncrw',8.80
'cobweb',1,0,'cobweb',' The word in the S4ODV78T5G list that is reminiscent of the given cue "cobweb" is "webbing".','copy',44.00
'card',1,0,'card',' The word in the S4ODV78T5G list that is reminiscent of the given cue "card" is "pile".','copy',50.10
'hat',0,0,'cap',' The word in the S4ODV78T5G list that is reminiscent of the given cue "cap" is "top".','ncaw',51.80
'chair',1,0,'chair',' The word in the S4ODV78T5G list that is reminiscent of the given cue "chair" is "seat".','copy',62.00
'pain',0,0,'vein',' The word in the S4ODV78T5G list that is reminiscent of the given cue "vein" is "blood".','ncrw',55.40
'None',0,0,'caterpillar',' The word in the S4ODV78T5G list that is reminiscent of the given cue "caterpillar" is "worm".','none',65.10
'sleet',0,0,'icy',' The word in the S4ODV78T5G list that is reminiscent of the given cue "icy" is "freeze".','ncaw',47.80
