'tbrword','result','fp','cue','response','cue_type','duration'
'cushion',0,0,'fashion',' The word in the S4ODV78T5G list that is reminiscent of the given cue "fashion" is "clothing".','ncrw',8.10
'ball',0,0,'mall',' The word in the S4ODV78T5G list that is reminiscent of the given cue "mall" is "shopping".','ncrw',67.40
'None',0,0,'mango',' The word in the S4ODV78T5G list that is reminiscent of the given cue "mango" is "fruit".','none',63.30
'None',0,0,'caterpillar',' The word in the S4ODV78T5G list that is reminiscent of the given cue "caterpillar" is "insect".','none',62.10
'stop',1,1,'halt',' The word in the S4ODV78T5G list that is reminiscent of the given cue "halt" is "stop".','ncaw',54.80
'None',0,0,'dove',' The word in the S4ODV78T5G list that is reminiscent of the given cue "dove" is "bird".','none',59.60
'mass',0,0,'grass',' The word in the S4ODV78T5G list that is reminiscent of the given cue "grass" is "plant".','ncrw',57.60
'small',1,0,'small',' The word in the S4ODV78T5G list that is reminiscent of the given cue "small" is "little".','copy',54.20
'day',0,0,'sunlight',' The word in the S4ODV78T5G list that is reminiscent of the given cue "sunlight" is "radiance".','ncaw',9.00
'walk',0,0,'stroll',' The word in the S4ODV78T5G list that is reminiscent of the given cue "stroll" is "ambulate".','ncaw',64.00
'None',0,0,'daisy',' The word in the S4ODV78T5G list that is reminiscent of the given cue "daisy" is "floret".','none',63.80
'grape',0,0,'drape',' The word in the S4ODV78T5G list that is reminiscent of the given cue "drape" is "swathe".','ncrw',63.00
'copper',0,0,'proper',' The word in the S4ODV78T5G list that is reminiscent of the given cue "proper" is "suitable".','ncrw',62.00
'vegetable',1,0,'vegetable',' The word in the S4ODV78T5G list that is reminiscent of the given cue "vegetable" is "produce".','copy',61.10
'list',1,0,'mist',' The word in the S4ODV78T5G list that is reminiscent of the given cue "mist" is "haze".','ncrw',64.00
'volcano',1,0,'volcano',' The word in the S4ODV78T5G list that is reminiscent of the given cue "volcano" is "eruption".','copy',58.60
'cake',0,0,'lake',' The word in the S4ODV78T5G list that is reminiscent of the given cue "lake" is "water".','ncrw',9.20
'locket',0,0,'pendant',' The word in the S4ODV78T5G list that is reminiscent of the given cue "pendant" is "jewel".','ncaw',40.80
'hat',1,1,'cap',' The word in the S4ODV78T5G list that is reminiscent of the given cue "cap" is "hat".','ncaw',66.40
'guitar',1,0,'guitar',' The word in the S4ODV78T5G list that is reminiscent of the given cue "guitar" is "music".','copy',50.90
'monkey',1,0,'monkey',' The word in the S4ODV78T5G list that is reminiscent of the given cue "monkey" is "animal".','copy',58.20
'None',0,0,'ditch',' The word in the S4ODV78T5G list that is reminiscent of the given cue "ditch" is "dig".','none',50.30
'stitch',0,0,'sew',' The word in the S4ODV78T5G list that is reminiscent of the given cue "sew" is "thread".','ncaw',56.70
'value',0,0,'rescue',' The word in the S4ODV78T5G list that is reminiscent of the given cue "rescue" is "help".','ncrw',48.80
'None',0,0,'ocean',' The word in the S4ODV78T5G list that is reminiscent of the given cue "ocean" is "wave".','none',8.30
'produce',1,0,'produce',' The word in the S4ODV78T5G list that is reminiscent of the given cue "produce" is "fruit".','copy',55.20
'None',0,0,'jazz',' The word in the S4ODV78T5G list that is reminiscent of the given cue "jazz" is "music".','none',56.60
'None',0,0,'bloom',' The word in the S4ODV78T5G list that is reminiscent of the given cue "bloom" is "flower".','none',61.20
'ant',1,0,'ant',' The word in the S4ODV78T5G list that is reminiscent of the given cue "ant" is "bug".','copy',54.40
'faucet',1,0,'faucet',' The word in the S4ODV78T5G list that is reminiscent of the given cue "faucet" is "water".','copy',56.90
'library',0,0,'books',' The word in the S4ODV78T5G list that is reminiscent of the given cue "books" is "read".','ncaw',56.00
'toy',1,1,'plaything',' The word in the S4ODV78T5G list that is reminiscent of the given cue "plaything" is "toy".','ncaw',51.30
