'tbrword','result','fp','cue','response','cue_type','duration'
'cushion',1,0,'fashion',' No"fashion" is not in the list S4ODV78T5G.','ncrw',57.40
'ball',1,0,'mall',' No"mall" is not in the list S4ODV78T5G.','ncrw',48.40
'None',1,0,'mango',' No"mango" is not in the list S4ODV78T5G.','none',62.80
'None',1,0,'caterpillar',' No"caterpillar" is not in the list S4ODV78T5G.','none',72.80
'stop',1,0,'halt',' No"halt" is not in the list S4ODV78T5G.','ncaw',75.30
'None',1,0,'dove',' No"dove" is not in the list S4ODV78T5G.','none',74.00
'mass',1,0,'grass',' No"grass" is not in the list S4ODV78T5G.','ncrw',75.50
'small',1,1,'small',' Yes "small" is in the list S4ODV78T5G.','copy',66.50
'day',1,0,'sunlight',' No"sunlight" is not in the list S4ODV78T5G.','ncaw',49.20
'walk',1,0,'stroll',' No"stroll" is not in the list S4ODV78T5G.','ncaw',76.00
'None',1,0,'daisy',' No"daisy" is not in the list S4ODV78T5G.','none',76.20
'grape',1,0,'drape',' No"drape" is not in the list S4ODV78T5G.','ncrw',74.90
'copper',1,0,'proper',' No"proper" is not in the list S4ODV78T5G.','ncrw',75.50
'vegetable',1,1,'vegetable',' Yes "vegetable" is in the list S4ODV78T5G.','copy',67.20
'list',1,0,'mist',' No"mist" is not in the list S4ODV78T5G.','ncrw',73.90
'volcano',1,1,'volcano',' Yes "volcano" is in the list S4ODV78T5G.','copy',73.40
'cake',1,0,'lake',' No"lake" is not in the list S4ODV78T5G.','ncrw',59.60
'locket',1,0,'pendant',' No"pendant" is not in the list S4ODV78T5G.','ncaw',49.10
'hat',1,0,'cap',' No"cap" is not in the list S4ODV78T5G.','ncaw',72.40
'guitar',1,1,'guitar',' Yes "guitar" is in the list S4ODV78T5G.','copy',72.70
'monkey',1,1,'monkey',' Yes "monkey" is in the list S4ODV78T5G.','copy',65.40
'None',1,0,'ditch',' No"ditch" is not in the list S4ODV78T5G.','none',71.60
'stitch',1,0,'sew',' No"sew" is not in the list S4ODV78T5G.','ncaw',64.90
'value',1,0,'rescue',' No"rescue" is not in the list S4ODV78T5G.','ncrw',74.90
'None',1,0,'ocean',' No"ocean" is not in the list S4ODV78T5G.','none',47.80
'produce',1,1,'produce',' Yes "produce" is in the list S4ODV78T5G.','copy',59.20
'None',1,0,'jazz',' No"jazz" is not in the list S4ODV78T5G.','none',65.60
'None',1,0,'bloom',' No"bloom" is not in the list S4ODV78T5G.','none',68.70
'ant',1,1,'ant',' Yes "ant" is in the list S4ODV78T5G.','copy',62.50
'faucet',1,1,'faucet',' Yes "faucet" is in the list S4ODV78T5G.','copy',61.40
'library',1,0,'books',' No"books" is not in the list S4ODV78T5G.','ncaw',61.30
'toy',1,0,'plaything',' No"plaything" is not in the list S4ODV78T5G.','ncaw',74.60
