'tbrword','result','fp','cue','response','cue_type','duration'
'None',0,0,'jazz',' The word in the S4ODV78T5G list that is reminiscent of the given cue "jazz" is "guitar".','none',20.90
'copper',1,0,'copper',' The word in the S4ODV78T5G list that is reminiscent of the given cue "copper" is "bronze".','copy',57.80
'free',0,0,'three',' The word in the S4ODV78T5G list that is reminiscent of the given cue "three" is "triangle".','ncrw',58.30
'sneeze',1,0,'sneeze',' The word in the S4ODV78T5G list that is reminiscent of the given cue "sneeze" is "cough".','copy',59.50
'guitar',0,0,'avatar',' The word in the S4ODV78T5G list that is reminiscent of the given cue "avatar" is "icon".','ncrw',59.90
'control',1,0,'control',' The word in the S4ODV78T5G list that is reminiscent of the given cue "control" is "command".','copy',156.40
'None',0,0,'cactus',' The word in the S4ODV78T5G list that is reminiscent of the given cue "cactus" is "plant".','none',58.30
'None',0,0,'frost',' The word in the S4ODV78T5G list that is reminiscent of the given cue "frost" is "ice".','none',55.40
'list',1,1,'catalog',' The word in the S4ODV78T5G list that is reminiscent of the given cue "catalog" is "list".','ncaw',11.90
'walk',0,0,'talk',' The word in the S4ODV78T5G list that is reminiscent of the given cue "talk" is "converse".','ncrw',57.20
'None',0,0,'bloom',' The word in the S4ODV78T5G list that is reminiscent of the given cue "bloom" is "flower".','none',61.40
'None',0,0,'dove',' The word in the S4ODV78T5G list that is reminiscent of the given cue "dove" is "pigeon".','none',62.10
'hat',1,0,'hat',' The word in the S4ODV78T5G list that is reminiscent of the given cue "hat" is "cap".','copy',56.90
'value',0,0,'rescue',' The word in the S4ODV78T5G list that is reminiscent of the given cue "rescue" is "save".','ncrw',54.70
'mass',1,1,'weight',' The word in the S4ODV78T5G list that is reminiscent of the given cue "weight" is "mass".','ncaw',62.20
'side',1,0,'side',' The word in the S4ODV78T5G list that is reminiscent of the given cue "side" is "flank".','copy',54.90
'move',0,0,'action',' The word in the S4ODV78T5G list that is reminiscent of the given cue "action" is "movement".','ncaw',9.60
'recess',1,0,'recess',' The word in the S4ODV78T5G list that is reminiscent of the given cue "recess" is "withdraw".','copy',64.00
'pain',0,0,'agony',' The word in the S4ODV78T5G list that is reminiscent of the given cue "agony" is "torment".','ncaw',55.70
'curtain',0,0,'stain',' The word in the S4ODV78T5G list that is reminiscent of the given cue "stain" is "mark".','ncrw',52.40
'None',0,0,'lighthouse',' The word in the S4ODV78T5G list that is reminiscent of the given cue "lighthouse" is "beacon".','none',55.30
'toy',1,1,'plaything',' The word in the S4ODV78T5G list that is reminiscent of the given cue "plaything" is "toy".','ncaw',58.00
'produce',0,0,'reduce',' The word in the S4ODV78T5G list that is reminiscent of the given cue "reduce" is "diminish".','ncrw',63.70
'cushion',1,0,'cushion',' The word in the S4ODV78T5G list that is reminiscent of the given cue "cushion" is "pillow".','copy',54.20
'None',0,0,'braid',' The word in the S4ODV78T5G list that is reminiscent of the given cue "braid" is "hair".','none',8.30
'stop',1,0,'halt',' The word in the S4ODV78T5G list that is reminiscent of the given cue "halt" is "stop".','ncaw',51.90
'None',0,0,'penguin',' The word in the S4ODV78T5G list that is reminiscent of the given cue "penguin" is "bird".','none',56.00
'locket',1,0,'locket',' The word in the S4ODV78T5G list that is reminiscent of the given cue "locket" is "jewelry".','copy',55.20
'bead',0,0,'string',' The word in the S4ODV78T5G list that is reminiscent of the given cue "string" is "cord".','ncaw',60.30
'sleet',0,0,'fleet',' The word in the S4ODV78T5G list that is reminiscent of the given cue "fleet" is "armada".','ncrw',53.30
'cover',0,0,'conceal',' The word in the S4ODV78T5G list that is reminiscent of the given cue "conceal" is "hide".','ncaw',61.10
'monkey',0,0,'honky',' The word in the S4ODV78T5G list that is reminiscent of the given cue "honky" is "truck".','ncrw',48.70
