'tbrword','result','fp','cue','response','cue_type','duration'
'monkey',1,1,'monkey',' Yes "monkey" is in the list S4ODV78T5G.','copy',92.80
'pain',1,0,'vein',' No"vein" is not in the list S4ODV78T5G.','ncrw',75.70
'volcano',1,0,'chicano',' No"chicano" is not in the list S4ODV78T5G.','ncrw',68.60
'cart',1,0,'wheelbarrow',' No"wheelbarrow" is not in the list S4ODV78T5G.','ncaw',69.50
'None',1,0,'braid',' No"braid" is not in the list S4ODV78T5G.','none',67.20
'stitch',1,0,'switch',' No"switch" is not in the list S4ODV78T5G.','ncrw',65.50
'value',1,0,'worth',' No"worth" is not in the list S4ODV78T5G.','ncaw',65.30
'hat',1,0,'cap',' No"cap" is not in the list S4ODV78T5G.','ncaw',76.10
'hen',1,0,'yen',' No"yen" is not in the list S4ODV78T5G.','ncrw',60.00
'arm',1,1,'arm',' Yes "arm" is in the list S4ODV78T5G.','copy',59.90
'None',1,0,'lighthouse',' No"lighthouse" is not in the list S4ODV78T5G.','none',73.20
'produce',1,1,'produce',' Yes "produce" is in the list S4ODV78T5G.','copy',76.10
'net',1,0,'debt',' No"debt" is not in the list S4ODV78T5G.','ncrw',73.00
'ant',1,0,'coolant',' No"coolant" is not in the list S4ODV78T5G.','ncrw',73.40
'egg',1,0,'ovum',' No"ovum" is not in the list S4ODV78T5G.','ncaw',70.00
'None',1,0,'mango',' No"mango" is not in the list S4ODV78T5G.','none',66.00
'None',1,0,'hedge',' No"hedge" is not in the list S4ODV78T5G.','none',46.60
'None',1,0,'ditch',' No"ditch" is not in the list S4ODV78T5G.','none',71.60
'copper',1,1,'copper',' Yes "copper" is in the list S4ODV78T5G.','copy',71.60
'small',1,0,'tiny',' No"tiny" is not in the list S4ODV78T5G.','ncaw',66.00
'locket',1,0,'pendant',' No"pendant" is not in the list S4ODV78T5G.','ncaw',74.50
'vegetable',1,0,'tolerable',' No"tolerable" is not in the list S4ODV78T5G.','ncrw',63.10
'curtain',1,1,'curtain',' Yes "curtain" is in the list S4ODV78T5G.','copy',65.00
'sleet',1,0,'fleet',' No"fleet" is not in the list S4ODV78T5G.','ncrw',78.30
'None',1,0,'bloom',' No"bloom" is not in the list S4ODV78T5G.','none',47.20
'None',1,0,'caterpillar',' No"caterpillar" is not in the list S4ODV78T5G.','none',60.80
'pet',1,0,'love',' No"love" is not in the list S4ODV78T5G.','ncaw',65.80
'kitten',1,1,'kitten',' Yes "kitten" is in the list S4ODV78T5G.','copy',65.40
'None',1,0,'penguin',' No"penguin" is not in the list S4ODV78T5G.','none',65.50
'cover',1,0,'conceal',' No"conceal" is not in the list S4ODV78T5G.','ncaw',197.50
'cake',1,1,'cake',' Yes "cake" is in the list S4ODV78T5G.','copy',65.30
'sneeze',1,1,'sneeze',' Yes "sneeze" is in the list S4ODV78T5G.','copy',65.30
